Latitude,Longitude,Date,MODIS_Tile,MOD13Q1_061_Line_Y_250m,MOD13Q1_061_Sample_X_250m,MOD13Q1_061__250m_16_days_EVI,MOD13Q1_061__250m_16_days_NDVI,MOD13Q1_061__250m_16_days_VI_Quality,MOD13Q1_061__250m_16_days_VI_Quality_bitmask,MOD13Q1_061__250m_16_days_VI_Quality_MODLAND,MOD13Q1_061__250m_16_days_VI_Quality_MODLAND_Description,MOD13Q1_061__250m_16_days_VI_Quality_VI_Usefulness,MOD13Q1_061__250m_16_days_VI_Quality_VI_Usefulness_Description,MOD13Q1_061__250m_16_days_VI_Quality_Aerosol_Quantity,MOD13Q1_061__250m_16_days_VI_Quality_Aerosol_Quantity_Description,MOD13Q1_061__250m_16_days_VI_Quality_Adjacent_cloud_detected,MOD13Q1_061__250m_16_days_VI_Quality_Adjacent_cloud_detected_Description,MOD13Q1_061__250m_16_days_VI_Quality_Atmosphere_BRDF_Correction,MOD13Q1_061__250m_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description,MOD13Q1_061__250m_16_days_VI_Quality_Mixed_Clouds,MOD13Q1_061__250m_16_days_VI_Quality_Mixed_Clouds_Description,MOD13Q1_061__250m_16_days_VI_Quality_Land/Water_Mask,MOD13Q1_061__250m_16_days_VI_Quality_Land/Water_Mask_Description,MOD13Q1_061__250m_16_days_VI_Quality_Possible_snow/ice,MOD13Q1_061__250m_16_days_VI_Quality_Possible_snow/ice_Description,MOD13Q1_061__250m_16_days_VI_Quality_Possible_shadow,MOD13Q1_061__250m_16_days_VI_Quality_Possible_shadow_Description
-21.2333333333333,-49.35,2018-03-06,h13v11,592.0,1920.0,0.4882,0.6739,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2018-03-22,h13v11,592.0,1920.0,0.4118,0.6465,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2018-04-07,h13v11,592.0,1920.0,0.3944,0.6281,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2018-04-23,h13v11,592.0,1920.0,0.3512,0.538,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2018-05-09,h13v11,592.0,1920.0,0.3074,0.5333,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2018-05-25,h13v11,592.0,1920.0,0.2989,0.5001,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2018-06-10,h13v11,592.0,1920.0,0.3334,0.5371,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2018-06-26,h13v11,592.0,1920.0,0.3278,0.4939,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2018-07-12,h13v11,592.0,1920.0,0.2714,0.4531,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2018-07-28,h13v11,592.0,1920.0,0.2814,0.5215,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2018-08-13,h13v11,592.0,1920.0,0.2644,0.4773,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2018-08-29,h13v11,592.0,1920.0,0.2794,0.494,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2018-09-14,h13v11,592.0,1920.0,0.2608,0.5117,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2018-09-30,h13v11,592.0,1920.0,0.3322,0.6071,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2018-10-16,h13v11,592.0,1920.0,0.3342,0.5438,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2018-11-01,h13v11,592.0,1920.0,0.5364,0.7134,2120.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2018-11-17,h13v11,592.0,1920.0,0.3401,0.4855,2120.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2018-12-03,h13v11,592.0,1920.0,0.2704,0.389,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2018-12-19,h13v11,592.0,1920.0,0.2735,0.3965,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2019-01-01,h13v11,592.0,1920.0,0.3087,0.4825,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2019-01-17,h13v11,592.0,1920.0,0.2551,0.4298,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2019-02-02,h13v11,592.0,1920.0,0.1968,0.3416,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2019-02-18,h13v11,592.0,1920.0,0.4195,0.558,2066.0,0b0000100000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2019-03-06,h13v11,592.0,1920.0,0.3598,0.5242,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2019-03-22,h13v11,592.0,1920.0,0.2809,0.4806,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2019-04-07,h13v11,592.0,1920.0,0.3751,0.5565,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2019-04-23,h13v11,592.0,1920.0,0.2626,0.4819,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2019-05-09,h13v11,592.0,1920.0,0.158,0.3347,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2019-05-25,h13v11,592.0,1920.0,0.1502,0.3139,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2019-06-10,h13v11,592.0,1920.0,0.1446,0.2657,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2019-06-26,h13v11,592.0,1920.0,0.191,0.3815,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2019-07-12,h13v11,592.0,1920.0,0.1894,0.3407,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2019-07-28,h13v11,592.0,1920.0,0.194,0.3628,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2019-08-13,h13v11,592.0,1920.0,0.2321,0.4054,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2019-08-29,h13v11,592.0,1920.0,0.312,0.4924,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2019-09-14,h13v11,592.0,1920.0,0.2807,0.4888,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2019-09-30,h13v11,592.0,1920.0,0.3458,0.5397,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2019-10-16,h13v11,592.0,1920.0,0.4134,0.5909,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2019-11-01,h13v11,592.0,1920.0,0.5782,0.7466,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2019-11-17,h13v11,592.0,1920.0,0.5136,0.7237,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2019-12-03,h13v11,592.0,1920.0,0.6112,0.7227,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2019-12-19,h13v11,592.0,1920.0,0.4804,0.7072,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2020-01-01,h13v11,592.0,1920.0,0.5583,0.763,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2020-01-17,h13v11,592.0,1920.0,0.6079,0.7337,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2020-02-02,h13v11,592.0,1920.0,0.5361,0.7851,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2020-02-18,h13v11,592.0,1920.0,0.6388,0.7721,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2020-03-05,h13v11,592.0,1920.0,0.5539,0.7531,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2020-03-21,h13v11,592.0,1920.0,0.5405,0.7458,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2020-04-06,h13v11,592.0,1920.0,0.5253,0.7465,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2020-04-22,h13v11,592.0,1920.0,0.5434,0.743,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2020-05-08,h13v11,592.0,1920.0,0.481,0.6648,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2020-05-24,h13v11,592.0,1920.0,0.5004,0.6803,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2020-06-09,h13v11,592.0,1920.0,0.5434,0.7211,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2020-06-25,h13v11,592.0,1920.0,0.1767,0.2967,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2020-07-11,h13v11,592.0,1920.0,0.208,0.3389,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2020-07-27,h13v11,592.0,1920.0,0.2239,0.3646,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2020-08-12,h13v11,592.0,1920.0,0.2966,0.4167,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2020-08-28,h13v11,592.0,1920.0,0.2569,0.3777,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2020-09-13,h13v11,592.0,1920.0,0.2609,0.3863,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2020-09-29,h13v11,592.0,1920.0,0.25,0.3943,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2020-10-15,h13v11,592.0,1920.0,0.287,0.4407,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2020-10-31,h13v11,592.0,1920.0,0.3395,0.4936,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2020-11-16,h13v11,592.0,1920.0,0.3281,0.522,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2020-12-02,h13v11,592.0,1920.0,0.401,0.6586,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2020-12-18,h13v11,592.0,1920.0,0.485,0.7162,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2021-01-01,h13v11,592.0,1920.0,0.5856,0.7157,2380.0,0b0000100101001100,0b00,VI produced with good quality,0b0011,Decreasing quality,0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2021-01-17,h13v11,592.0,1920.0,0.64,0.7922,2120.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2021-02-02,h13v11,592.0,1920.0,0.5644,0.7129,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2021-02-18,h13v11,592.0,1920.0,0.5178,0.741,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2021-03-06,h13v11,592.0,1920.0,0.604,0.7983,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2021-03-22,h13v11,592.0,1920.0,0.6345,0.7749,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2021-04-07,h13v11,592.0,1920.0,0.5563,0.7136,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2021-04-23,h13v11,592.0,1920.0,0.4054,0.651,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2021-05-09,h13v11,592.0,1920.0,0.4835,0.6546,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2021-05-25,h13v11,592.0,1920.0,0.469,0.658,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2021-06-10,h13v11,592.0,1920.0,0.3753,0.5885,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2021-06-26,h13v11,592.0,1920.0,0.3141,0.5141,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2021-07-12,h13v11,592.0,1920.0,0.3404,0.5114,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2021-07-28,h13v11,592.0,1920.0,0.2483,0.3964,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2021-08-13,h13v11,592.0,1920.0,0.2363,0.3757,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2021-08-29,h13v11,592.0,1920.0,0.1558,0.2408,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2021-09-14,h13v11,592.0,1920.0,0.1809,0.3007,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2021-09-30,h13v11,592.0,1920.0,0.1904,0.2797,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2021-10-16,h13v11,592.0,1920.0,0.239,0.3964,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2021-11-01,h13v11,592.0,1920.0,0.3387,0.4498,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2021-11-17,h13v11,592.0,1920.0,0.3766,0.5005,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2021-12-03,h13v11,592.0,1920.0,0.4435,0.6351,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2021-12-19,h13v11,592.0,1920.0,0.5134,0.6958,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2022-01-01,h13v11,592.0,1920.0,0.6291,0.7143,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2022-01-17,h13v11,592.0,1920.0,0.6282,0.7759,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2022-02-02,h13v11,592.0,1920.0,0.4502,0.6941,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2022-02-18,h13v11,592.0,1920.0,0.4281,0.6533,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2022-03-06,h13v11,592.0,1920.0,0.6104,0.767,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2022-03-22,h13v11,592.0,1920.0,0.469,0.7449,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2022-04-07,h13v11,592.0,1920.0,0.5368,0.7579,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2022-04-23,h13v11,592.0,1920.0,0.477,0.6806,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
-21.2333333333333,-49.35,2022-05-09,h13v11,592.0,1920.0,0.528,0.71,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
