Latitude,Longitude,Date,MODIS_Tile,MOD17A2H_061_Line_Y_500m,MOD17A2H_061_Sample_X_500m,MOD17A2H_061_Gpp_500m,MOD17A2H_061_Psn_QC_500m,MOD17A2H_061_Psn_QC_500m_bitmask,MOD17A2H_061_Psn_QC_500m_MODLAND,MOD17A2H_061_Psn_QC_500m_MODLAND_Description,MOD17A2H_061_Psn_QC_500m_Sensor,MOD17A2H_061_Psn_QC_500m_Sensor_Description,MOD17A2H_061_Psn_QC_500m_DeadDetector,MOD17A2H_061_Psn_QC_500m_DeadDetector_Description,MOD17A2H_061_Psn_QC_500m_CloudState,MOD17A2H_061_Psn_QC_500m_CloudState_Description,MOD17A2H_061_Psn_QC_500m_SCF_QC,MOD17A2H_061_Psn_QC_500m_SCF_QC_Description
-20.3333333333333,-24.3333333333333,2022-02-18,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-02-26,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-03-06,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-03-14,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-03-22,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-03-30,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-04-07,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-04-15,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-04-23,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-05-01,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-05-09,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-05-17,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-05-25,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-06-02,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-06-10,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-06-18,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-06-26,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-07-04,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-07-12,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-07-20,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-07-28,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-08-05,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-08-13,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-08-21,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-08-29,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-09-06,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-09-14,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-09-22,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-09-30,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-10-08,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-10-24,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-11-01,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-11-09,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-11-17,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-11-25,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-12-03,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-12-11,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-12-19,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2022-12-27,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2023-01-01,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2023-01-09,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2023-01-17,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2023-01-25,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2023-02-02,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2023-02-10,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2023-02-18,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2023-02-26,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2023-03-06,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2023-03-14,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2023-03-22,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2023-03-30,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2023-04-07,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2023-04-15,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2023-04-23,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2023-05-01,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2023-05-09,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2023-05-17,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2023-05-25,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2023-06-02,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2023-06-10,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2023-06-18,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2023-06-26,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2023-07-04,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2023-07-12,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2023-07-20,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2023-07-28,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2023-08-05,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2023-08-13,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2023-08-21,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
-20.3333333333333,-24.3333333333333,2023-08-29,h15v11,80.0,1723.0,32766.0,255.0,0b11111111,0b1,Other quality,0b1,Aqua,0b1,Dead detectors caused >50% adjacent detector retrieval,0b11,"Cloud state not defined, assumed clear",0b111,Fill Value
